id	mittente	destinatario	luogo_mittente
471	Manzoni, Alessandro	Beccaria, Giulio	Milano
472	Manzoni, Alessandro	Saluzzo Roero, Diodata	
473	Manzoni, Alessandro	Cousin, Victor	Brusuglio
474	Manzoni, Alessandro	Ratti, Giulio	Brusuglio
475	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
476	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
477	Manzoni, Alessandro	Ratti, Giulio	Brusuglio
478	Manzoni, Alessandro	Tosi, Luigi	Brusuglio
479	Manzoni, Alessandro	Pellico, Silvio	Brusuglio
480	Manzoni, Alessandro	Beccaria, Giulio	Milano
481	Manzoni, Alessandro	Cocastelli di Montiglio, Federico	Milano
482	Manzoni, Alessandro	Cesati, Pietro	Brusuglio
483	Manzoni, Alessandro	Tamassia, Giovanni	Milano
484	Manzoni, Alessandro	Grossi, Tommaso	Milano
485	Manzoni, Alessandro	Non identificato	Brusuglio
486	Manzoni, Alessandro	Grossi, Tommaso	Milano
487	Manzoni, Alessandro	Confalonieri, Federico	Brusuglio
488	Manzoni, Alessandro	Mazzetti, Antonio	Brusuglio
489	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
490	Manzoni, Alessandro	Mojon Milesi, Bianca	Brusuglio
491	Manzoni, Alessandro	Trechi, Sigismondo	Brusuglio
492	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
493	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
494	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
495	Manzoni, Alessandro	Cattaneo, Gaetano	Gessate
496	Manzoni, Alessandro	Boulanger, Louis	Milano
497	Manzoni, Alessandro	Arconati Visconti, Costanza	Milano
498	Manzoni, Alessandro	Manin, Leonardo	Milano
499	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Milano
500	Manzoni, Alessandro	Vannini, Angelo	Brusuglio
501	Manzoni, Alessandro	Querni, Pietro	Brusuglio
502	Manzoni, Alessandro	Beccaria, Giulio	Brusuglio
503	Manzoni, Alessandro	Beccaria, Giulio	Brusuglio
504	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Brusuglio
505	Manzoni, Alessandro	Beccaria, Giacomo	Brusuglio
506	Manzoni, Alessandro	Del Chiappa, Giuseppe	Brusuglio
507	Manzoni, Alessandro	Niccolini, Giovanni Battista	Brusuglio
508	Manzoni, Alessandro	Mazzetti, Antonio	Brusuglio
509	Manzoni, Alessandro	Tersmeden, Per Reinhold	Brusuglio
510	Manzoni, Alessandro	Mojon Milesi, Bianca	Brusuglio
511	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
512	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
513	Manzoni, Alessandro	Bard, Giuseppe	Milano
514	Manzoni, Alessandro	Giudici, Gaetano	Milano
515	Manzoni, Alessandro	Beccaria, Giacomo	Milano
516	Manzoni, Alessandro	Grossi, Tommaso	Milano
517	Manzoni, Alessandro	Buonfiglio, Antonio	Milano
518	Manzoni, Alessandro	Rovida, Cesare	Milano
519	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Milano
520	Manzoni, Alessandro	Prati, Giovanni	Milano
521	Manzoni, Alessandro	Non identificato	Milano
522	Manzoni, Alessandro	Tamassia, Giovanni	Brusuglio
523	Manzoni, Alessandro	Barbieri, Giuseppe	Brusuglio
524	Manzoni, Alessandro	Manzoni, Sofia	Brusuglio
525	Manzoni, Alessandro	Tamassia, Giovanni	Brusuglio
527	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
528	Manzoni, Alessandro	Manzoni, Enrico	Brusuglio
530	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Brusuglio
531	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
532	Manzoni, Alessandro	Morbio, Carlo	Milano
533	Manzoni, Alessandro	Morbio, Carlo	Milano
534	Manzoni, Alessandro	Morbio, Carlo	Milano
535	Manzoni, Alessandro	Morbio, Carlo	Milano
536	Manzoni, Alessandro	Tosi, Luigi	Milano
537	Manzoni, Alessandro	Morbio, Carlo	Milano
538	Manzoni, Alessandro	Morbio, Carlo	Milano
539	Manzoni, Alessandro	Presidenza di Governo	Milano
540	Manzoni, Alessandro	Beccaria, Giacomo	Milano
541	Manzoni, Alessandro	Gonin, Francesco	Milano
542	Manzoni, Alessandro	Gonin, Francesco	Milano
543	Manzoni, Alessandro	Gonin, Francesco	Milano
544	Manzoni, Alessandro	Gonin, Francesco	Milano
545	Manzoni, Alessandro	Gonin, Francesco	Milano
546	Manzoni, Alessandro	Gonin, Francesco	Milano
548	Manzoni, Alessandro	Gonin, Francesco	Milano
549	Manzoni, Alessandro	Gonin, Francesco	Milano
550	Manzoni, Alessandro	Gonin, Francesco	Milano
551	Manzoni, Alessandro	Gonin, Francesco	Milano
552	Manzoni, Alessandro	Maderna, Leopoldo	Milano
553	Manzoni, Alessandro	Gonin, Francesco	Milano
554	Manzoni, Alessandro	Gonin, Francesco	Milano
555	Manzoni, Alessandro	Gonin, Francesco	Milano
556	Manzoni, Alessandro	Giudici, Gaetano	Milano
557	Manzoni, Alessandro	Cousin, Victor	Milano
558	Manzoni, Alessandro	Moja, Federico	Milano
559	Manzoni, Alessandro	Arconati Visconti, Costanza	Brusuglio
560	Manzoni, Alessandro	Manzoni, Pietro Luigi	Brusuglio
561	Manzoni, Alessandro	Rossi, Francesco	Brusuglio
562	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
563	Manzoni, Alessandro	Cattaneo, Gaetano	Brusuglio
564	Manzoni, Alessandro	Giudici, Gaetano	
565	Manzoni, Alessandro	Manzoni, Pietro Luigi	Brusuglio
566	Manzoni, Alessandro	Gonin, Francesco	
567	Manzoni, Alessandro	Gonin, Francesco	
568	Manzoni, Alessandro	Gonin, Francesco	
569	Manzoni, Alessandro	Gonin, Francesco	
570	Manzoni, Alessandro	Gonin, Francesco	
571	Manzoni, Alessandro	Gonin, Francesco	
572	Manzoni, Alessandro	Gonin, Francesco	
573	Manzoni, Alessandro	Gonin, Francesco	
574	Manzoni, Alessandro	Gonin, Francesco	Brusuglio
575	Manzoni, Alessandro	Falquet Planta, Euphrosyne	Brusuglio
576	Manzoni, Alessandro	Appiani Strigelli, Giuseppina	Brusuglio
577	Manzoni, Alessandro	Fauriel, Claude	Brusuglio
578	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Brusuglio
579	Manzoni, Alessandro	Rossi, Francesco	Brusuglio
580	Manzoni, Alessandro	Giudici, Gaetano	Brusuglio
581	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Brusuglio
582	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
583	Manzoni, Alessandro	Manzoni, Cristina	Milano
584	Manzoni, Alessandro	Gonin, Francesco	Milano
585	Manzoni, Alessandro	Gonin, Francesco	Milano
586	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
587	Manzoni, Alessandro	Palli Bartolomei, Angelica	Milano
588	Manzoni, Alessandro	Gonin, Francesco	Milano
589	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Milano
590	Manzoni, Alessandro	Istituto Lombardo di Scienze Lettere e Arti	Milano
592	Manzoni, Alessandro	Del Carretto, Francesco Saverio	Milano
593	Manzoni, Alessandro	Beccaria, Giacomo	Milano
594	Manzoni, Alessandro	Beccaria, Giulio	Milano
595	Manzoni, Alessandro	Ferretti, Giacomo	Milano
596	Manzoni, Alessandro	Beccaria, Giacomo	Milano
597	Manzoni, Alessandro	Beccaria, Giulio	Milano
598	Manzoni, Alessandro	Beccaria, Giulio	Milano
599	Manzoni, Alessandro	Beccaria, Giulio	Milano
600	Manzoni, Alessandro	Beccaria, Giacomo	Milano
601	Manzoni, Alessandro	Beccaria, Giulio	Milano
602	Manzoni, Alessandro	Pomba, Giuseppe	Milano
603	Manzoni, Alessandro	Beccaria, Giacomo	Milano
604	Manzoni, Alessandro	Beccaria, Giulio	Milano
605	Manzoni, Alessandro	Beccaria, Giacomo	Milano
606	Manzoni, Alessandro	Beccaria, Giulio	Milano
607	Manzoni, Alessandro	Trechi, Sigismondo	Milano
608	Manzoni, Alessandro	Beccaria, Giulio	
609	Manzoni, Alessandro	Lebzeltern, Ludwig von	
610	Manzoni, Alessandro	Del Carretto, Francesco Saverio	Milano
611	Manzoni, Alessandro	Trechi, Sigismondo	
612	Manzoni, Alessandro	Gonin, Francesco	Milano
613	Manzoni, Alessandro	Sacchi, Luigi	Milano
614	Manzoni, Alessandro	Leopoldo II	Milano
615	Manzoni, Alessandro	Moja, Federico	Milano
616	Manzoni, Alessandro	Gabrielli, Gabrielangelo	Milano
617	Manzoni, Alessandro	Gabrielli, Gabrielangelo	Milano
618	Manzoni, Alessandro	Guglielmini, Vincenzo	Milano
619	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
620	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
621	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
622	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
623	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
624	Manzoni, Alessandro	Rossari, Luigi	Milano
625	Manzoni, Alessandro	Sacchi, Luigi	Milano
626	Manzoni, Alessandro	Rossi, Francesco	Milano
627	Manzoni, Alessandro	Sacchi, Luigi	Milano
628	Manzoni, Alessandro	Baroggi, Cristoforo	Milano
629	Manzoni, Alessandro	Gonin, Francesco	Milano
630	Manzoni, Alessandro	Lanza di Scordia, Pietro	Milano
631	Manzoni, Alessandro	Sacchi, Luigi	Milano
632	Manzoni, Alessandro	Gonin, Francesco	Milano
633	Manzoni, Alessandro	Gonin, Francesco	Milano
634	Manzoni, Alessandro	Gonin, Francesco	Milano
635	Manzoni, Alessandro	Rio, Alexis François	Milano
636	Manzoni, Alessandro	Gonin, Francesco	Milano
637	Manzoni, Alessandro	Gonin, Francesco	Milano
638	Manzoni, Alessandro	Baudry, Louis Claude	Milano
639	Manzoni, Alessandro	Ugoni, Camillo	Milano
640	Manzoni, Alessandro	Fresne, Marcellin de	Milano
641	Manzoni, Alessandro	Gonin, Francesco	Milano
642	Manzoni, Alessandro	Baudry, Louis Claude	Milano
643	Manzoni, Alessandro	Fresne, Marcellin de	Milano
644	Manzoni, Alessandro	Trechi, Sigismondo	
645	Manzoni, Alessandro	Fresne, Marcellin de	Milano
646	Manzoni, Alessandro	Gonin, Francesco	Milano
647	Manzoni, Alessandro	Gonin, Francesco	
648	Manzoni, Alessandro	Gonin, Francesco	
649	Manzoni, Alessandro	Fresne, Marcellin de	Milano
650	Manzoni, Alessandro	Gonin, Francesco	Milano
651	Manzoni, Alessandro	Fresne, Jacques de	Milano
652	Manzoni, Alessandro	Gonin, Francesco	Milano
653	Manzoni, Alessandro	Rossi, Francesco	Milano
654	Manzoni, Alessandro	Rossi, Francesco	Milano
655	Manzoni, Alessandro	Rossi, Francesco	Milano
656	Manzoni, Alessandro	Rossi, Francesco	Milano
657	Manzoni, Alessandro	Rossi, Francesco	Milano
658	Manzoni, Alessandro	Rossi, Francesco	Milano
659	Manzoni, Alessandro	Rossi, Francesco	Milano
660	Manzoni, Alessandro	Rossi, Francesco	Milano
661	Manzoni, Alessandro	Fresne, Jacques de	Milano
662	Manzoni, Alessandro	Grossi, Tommaso	Milano
663	Manzoni, Alessandro	Coen, Marco	Milano
664	Manzoni, Alessandro	Fresne, Jacques de	Milano
665	Manzoni, Alessandro	Fresne, Jacques de	Milano
666	Manzoni, Alessandro	Luti, Emilia	Milano
667	Manzoni, Alessandro	Fresne, Marcellin de	Milano
668	Manzoni, Alessandro	Luti, Emilia	Milano
669	Manzoni, Alessandro	Gonin, Francesco	Milano
670	Manzoni, Alessandro	Trechi, Sigismondo	Milano
671	Manzoni, Alessandro	Rossi, Francesco	Milano
672	Manzoni, Alessandro	Fresne, Marcellin de	Milano
673	Manzoni, Alessandro	Fresne, Marcellin de	Milano
674	Manzoni, Alessandro	Fresne, Marcellin de	Milano
675	Manzoni, Alessandro	Fresne, Marcellin de	Milano
676	Manzoni, Alessandro	Rolandi, Pietro	Milano
677	Manzoni, Alessandro	Fresne, Marcellin de	Milano
678	Manzoni, Alessandro	Mompiani, Giacinto	Milano
679	Manzoni, Alessandro	Fresne, Marcellin de	Milano
680	Manzoni, Alessandro	Baroggi, Cristoforo	Milano
681	Manzoni, Alessandro	Le Monnier, Felice	Milano
682	Manzoni, Alessandro	Azeglio, Massimo Taparelli d'	Milano
683	Manzoni, Alessandro	Gonin, Francesco	Milano
684	Manzoni, Alessandro	Rosmini, Antonio	Milano
685	Manzoni, Alessandro	Circourt, Adolphe de	Milano
686	Manzoni, Alessandro	Baudry, Louis Claude	Milano
687	Manzoni, Alessandro	Fresne, Marcellin de	Milano
688	Manzoni, Alessandro	Le Monnier, Felice	Milano
689	Manzoni, Alessandro	Rosmini, Antonio	Milano
690	Manzoni, Alessandro	Fresne, Marcellin de	Milano
691	Manzoni, Alessandro	Castiglioni, Felice	Milano
692	Manzoni, Alessandro	Rambaldi, Stefano Paolo	Milano
693	Manzoni, Alessandro	Bottelli, Luigi	Milano
694	Manzoni, Alessandro	Luti Feroci, Giovanna	Milano
695	Manzoni, Alessandro	Rambaldi, Stefano Paolo	Milano
696	Manzoni, Alessandro	Baudry, Louis Claude	Milano
697	Manzoni, Alessandro	Cantù, Ignazio	Milano
698	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Milano
699	Manzoni, Alessandro	Fresne, Marcellin de	Milano
700	Manzoni, Alessandro	Fresne, Marcellin de	Milano
701	Manzoni, Alessandro	Rolandi, Pietro	Milano
702	Manzoni, Alessandro	Montgrand, Jean-Baptiste-Jacques-Guy-Therese, marquis de	Milano
703	Manzoni, Alessandro	Prati, Giovanni	Milano
704	Manzoni, Alessandro	Laderchi, Camillo	Milano
705	Manzoni, Alessandro	Poujoulat, Jean Joseph	Milano
706	Manzoni, Alessandro	Baroggi, Cristoforo	Brusuglio
707	Manzoni, Alessandro	Jacopetti, Giuseppe; Jacopetti Verri, Fulvia	Brusuglio
708	Manzoni, Alessandro	Fresne, Marcellin de	Brusuglio
709	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
710	Manzoni, Alessandro	Trechi, Sigismondo	Lesa
711	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
712	Manzoni, Alessandro	Valeriani, Domenico	Lesa
713	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
714	Manzoni, Alessandro	Modena, Gustavo	Milano
715	Manzoni, Alessandro	Giusti, Giuseppe	Milano
716	Manzoni, Alessandro	Colet, Louise	Milano
717	Manzoni, Alessandro	Fresne, Marcellin de	Milano
718	Manzoni, Alessandro	Fresne, Marcellin de	Milano
719	Manzoni, Alessandro	Querni, Pietro	Milano
720	Manzoni, Alessandro	Manera, Francesco	Milano
721	Manzoni, Alessandro	Morbio, Carlo	Milano
722	Manzoni, Alessandro	Fresne, Marcellin de	Milano
723	Manzoni, Alessandro	Beccaria, Giulio	
724	Manzoni, Alessandro	Cotenna Del Rosso, Gaetana	Milano
725	Manzoni, Alessandro	Spandri, Giuseppe	Milano
726	Manzoni, Alessandro	Reboul, Jean	Milano
727	Manzoni, Alessandro	Manzoni, Pietro Luigi	Brusuglio
728	Manzoni, Alessandro	Trotti Bentivoglio, Lodovico	Brusuglio
729	Manzoni, Alessandro	Zardetti, Carlo	Milano
730	Manzoni, Alessandro	Zardetti, Carlo	Milano
731	Manzoni, Alessandro	Gonin, Francesco	Milano
732	Manzoni, Alessandro	Spaur, Johann Baptist von	Milano
733	Manzoni, Alessandro	Humboldt, Alexander von	Milano
734	Manzoni, Alessandro	Spaur, Johann Baptist von	Milano
735	Manzoni, Alessandro	Rosmini, Antonio	Milano
736	Manzoni, Alessandro	Panizza, Bartolomeo	Milano
737	Manzoni, Alessandro	Morbio, Carlo	Milano
738	Manzoni, Alessandro	Rossi, Francesco	Milano
739	Manzoni, Alessandro	Humboldt, Alexander von	Milano
740	Manzoni, Alessandro	Non identificato	Milano
741	Manzoni, Alessandro	Rosmini, Antonio	Milano
742	Manzoni, Alessandro	Zardetti, Carlo	Milano
743	Manzoni, Alessandro	Zardetti, Carlo	Milano
744	Manzoni, Alessandro	Gonin, Francesco	Milano
745	Manzoni, Alessandro	Manzoni Borri, Teresa	Niguarda
746	Manzoni, Alessandro	Seminario Vescovile Trento	Milano
747	Manzoni, Alessandro	Rossi, Francesco	Milano
748	Manzoni, Alessandro	Rossi, Francesco	Milano
749	Manzoni, Alessandro	Rossi, Francesco	Milano
750	Manzoni, Alessandro	Rossi, Francesco	Milano
751	Manzoni, Alessandro	Rossi, Francesco	Milano
752	Manzoni, Alessandro	Rossi, Francesco	Milano
753	Manzoni, Alessandro	Manzoni, Vittoria	Milano
754	Manzoni, Alessandro	Manzoni, Matilde	Milano
755	Manzoni, Alessandro	Azeglio Maumary, Louise Elisabette Marie, d'	Milano
756	Manzoni, Alessandro	Laderchi, Camillo	Milano
757	Manzoni, Alessandro	Montanelli, Giuseppe	Milano
758	Manzoni, Alessandro	Manzoni, Vittoria	Milano
759	Manzoni, Alessandro	Capponi, Gino	Milano
760	Manzoni, Alessandro	Capponi, Gino	Milano
761	Manzoni, Alessandro	Manzoni, Vittoria	Milano
762	Manzoni, Alessandro	Luti, Emilia	Milano
763	Manzoni, Alessandro	Rezzonico, Francesco	Milano
764	Manzoni, Alessandro	Rosini, Giovanni	Milano
765	Manzoni, Alessandro	Pompilj, Gioacchino	Milano
766	Manzoni, Alessandro	Manzoni, Pietro Luigi	Milano
767	Manzoni, Alessandro	Giusti, Giuseppe	Milano
768	Manzoni, Alessandro	Morelli, Giovanni Lorenzo	Milano
769	Manzoni, Alessandro	Giusti, Giuseppe	Milano
770	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
771	Manzoni, Alessandro	Giusti, Giuseppe; Giorgini, Giovanni Battista	Milano
772	Manzoni, Alessandro	Gonin, Francesco	Milano
773	Manzoni, Alessandro	Manzoni, Vittoria	Milano
774	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
775	Manzoni, Alessandro	Manzoni, Vittoria	Milano
776	Manzoni, Alessandro	Giorgini, Gaetano	Milano
777	Manzoni, Alessandro	Rossari, Luigi	Milano
778	Manzoni, Alessandro	Panizza, Bartolomeo	Milano
779	Manzoni, Alessandro	Maestri, Francesco	Milano
780	Manzoni, Alessandro	Montanelli, Giuseppe	Milano
781	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
782	Manzoni, Alessandro	Manzoni, Matilde	Milano
783	Manzoni, Alessandro	Manzoni Borri, Teresa	Nervi
784	Manzoni, Alessandro	Ghianda, Giovanni	Lesa
785	Manzoni, Alessandro	Ghianda, Giovanni	Lesa
786	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
787	Manzoni, Alessandro	Rosmini, Antonio	Lesa
788	Manzoni, Alessandro	Giusti, Giuseppe	Milano
789	Manzoni, Alessandro	Beccaria, Giacomo	
790	Manzoni, Alessandro	Rosmini, Antonio	Milano
791	Manzoni, Alessandro	Calandri, Francesco	Milano
792	Manzoni, Alessandro	Giusti, Giuseppe	Milano
793	Manzoni, Alessandro	Carena, Giacinto	Milano
794	Manzoni, Alessandro	Odorici, Federico	Milano
795	Manzoni, Alessandro	Manzoni, Enrico	Milano
796	Manzoni, Alessandro	Carena, Giacinto	Milano
797	Manzoni, Alessandro	Odorici, Federico	Milano
798	Manzoni, Alessandro	Trotti Bentivoglio, Lodovico	Milano
799	Manzoni, Alessandro	Vicario Generale	
800	Manzoni, Alessandro	Polti, Giuseppe	Milano
801	Manzoni, Alessandro	Polti, Giuseppe	Milano
802	Manzoni, Alessandro	Manzoni, Vittoria	Milano
803	Manzoni, Alessandro	Promis, Carlo	Milano
804	Manzoni, Alessandro	Arconati Visconti, Costanza	Lesa
805	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
806	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
807	Manzoni, Alessandro	Baudi di Vesme, Carlo	Lesa
808	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
809	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
810	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
811	Manzoni, Alessandro	Baudi di Vesme, Carlo	Lesa
812	Manzoni, Alessandro	Giorgini, Giovanni Battista	Lesa
813	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
814	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
815	Manzoni, Alessandro	Rosmini, Antonio	Milano
816	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
819	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
824	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
825	Manzoni, Alessandro	Cantù, Cesare	Milano
827	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
828	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Milano
835	Manzoni, Alessandro	Ricci d'Azeglio, Alessandra	Lesa
836	Manzoni, Alessandro	Manzoni, Vittoria	Milano
838	Manzoni, Alessandro	Manzoni, Filippo	Milano
839	Manzoni, Alessandro	Manzoni, Vittoria; Manzoni, Matilde	Milano
840	Manzoni, Alessandro	Manzoni, Filippo	Milano
841	Manzoni, Alessandro	Lamartine, Alphonse Marie Louis de	Milano
842	Manzoni, Alessandro	Manzoni, Vittoria; Manzoni, Matilde	Milano
843	Manzoni, Alessandro	Manzoni, Enrico	Milano
844	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
845	Manzoni, Alessandro	Manzoni, Vittoria; Manzoni, Matilde	Milano
846	Manzoni, Alessandro	Manzoni, Filippo	Milano
847	Manzoni, Alessandro	Manzoni, Vittoria; Manzoni, Matilde	Milano
848	Manzoni, Alessandro	Manzoni, Enrico	Milano
849	Manzoni, Alessandro	Rosmini, Antonio	Milano
850	Manzoni, Alessandro	Maderna, Leopoldo	Belgirate
851	Manzoni, Alessandro	Manzoni, Vittoria; Manzoni, Matilde	Milano
852	Manzoni, Alessandro	Manzoni, Vittoria; Manzoni, Matilde	Milano
853	Manzoni, Alessandro	Rosmini, Antonio	Milano
855	Manzoni, Alessandro	Cavallini, Giovanni Battista	Milano
856	Manzoni, Alessandro	Manzoni, Vittoria; Manzoni, Matilde; Giorgini, Giovanni Battista	Lesa
857	Manzoni, Alessandro	Trotti Bentivoglio, Lodovico	Lesa
858	Manzoni, Alessandro	Cobianchi, Luigi	Lesa
859	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
860	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
861	Manzoni, Alessandro	Casati, Gabrio	Lesa
862	Manzoni, Alessandro	La Concordia	Lesa
863	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
864	Manzoni, Alessandro	La Concordia; Il Risorgimento	Lesa
865	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
866	Manzoni, Alessandro	De Vecchi, Felice	Lesa
867	Manzoni, Alessandro	Briano, Giorgio	Lesa
868	Manzoni, Alessandro	Presidente della Camera Piemontese	Lesa
869	Manzoni, Alessandro	Briano, Giorgio	Lesa
870	Manzoni, Alessandro	De Marchi, Gaetano	Lesa
871	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
872	Manzoni, Alessandro	Branzini, Giovanni Battista	Lesa
873	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
874	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
875	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
876	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
877	Manzoni, Alessandro	Ghianda, Giovanni	Lesa
878	Manzoni, Alessandro	Polti, Giuseppe	Lesa
879	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
880	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
881	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
882	Manzoni, Alessandro	I. R. Commissione per la Tassa di Guerra	Lesa
883	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
884	Manzoni, Alessandro	Manzoni Borri, Teresa	Lesa
885	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
886	Manzoni, Alessandro	Manzoni, Filippo	Lesa
887	Manzoni, Alessandro	Brivio, Ferdinando	Lesa
888	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
889	Manzoni, Alessandro	Maderna, Leopoldo	Lesa
890	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
891	Manzoni, Alessandro	Puecher, Francesco Saverio	Lesa
892	Manzoni, Alessandro	Manzoni, Matilde	Lesa
893	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
895	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Lesa
896	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
897	Manzoni, Alessandro	Manzoni, Vittoria; Manzoni, Matilde	Lesa
898	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
899	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
900	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
901	Manzoni, Alessandro	Rosmini, Antonio	Lesa
902	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
903	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
904	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
905	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
906	Manzoni, Alessandro	Manzoni Borri, Teresa	Lesa
907	Manzoni, Alessandro	Rosmini, Antonio	Lesa
908	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
909	Manzoni, Alessandro	Redaelli, Giuseppe	Lesa
910	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
911	Manzoni, Alessandro	Guenzati, Filippo	Lesa
912	Manzoni, Alessandro	Ricciardi, Giuseppe	Lesa
913	Manzoni, Alessandro	Grossi, Tommaso	Lesa
914	Manzoni, Alessandro	Manzoni, Pietro Luigi	
915	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Lesa
916	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Lesa
917	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Lesa
918	Manzoni, Alessandro	Rosmini, Antonio	Lesa
919	Manzoni, Alessandro	Ricciardi, Giuseppe	Lesa
920	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Lesa
921	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Lesa
922	Manzoni, Alessandro	Stampa, Stefano Giuseppe	Lesa
923	Manzoni, Alessandro	Guenzati, Filippo	Lesa
924	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
925	Manzoni, Alessandro	Manzoni, Enrico	Lesa
926	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
927	Manzoni, Alessandro	Casati, Gabrio	Lesa
928	Manzoni, Alessandro	Casati, Gabrio	Lesa
929	Manzoni, Alessandro	Palagi, Guido	Lesa
930	Manzoni, Alessandro	Pomba, Giuseppe	Lesa
931	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
932	Manzoni, Alessandro	Rosmini, Antonio	Lesa
933	Manzoni, Alessandro	Azeglio, Massimo Taparelli d'	Lesa
934	Manzoni, Alessandro	Azeglio, Massimo Taparelli d'	Lesa
935	Manzoni, Alessandro	Azeglio Maumary, Louise Elisabette Marie, d'	Milano
936	Manzoni, Alessandro	Manzoni, Vittoria	Lesa
